Place,City,County,StateCode
salt_creek_township_(wayne_cnty),salt_creek_township,wayne,oh
salt_lick,salt_lick,perry,oh
salt_rock,salt_rock,marion,oh
saltcreek,saltcreek,pickaway,oh
sandusky,sandusky,erie,oh
sandusky_township_(crawford_cnty),sandusky_township,crawford,oh
sandusky_township_(richland_cnty),sandusky_township,richland,oh
sandusky_township_(sandusky_cnty),sandusky_township,sandusky,oh
sandy_township_(stark_cnty),sandy_township,stark,oh
sandy_township_(tuscarawas_cnty),sandy_township,tuscarawas,oh
sandyville,sandyville,tuscarawas,oh
sarahsville,sarahsville,noble,oh
sardinia,sardinia,brown,oh
sardis,sardis,monroe,oh
savannah,savannah,ashland,oh
sawyerwood,sawyerwood,summit,oh
saybrook,saybrook,ashtabula,oh
scio,scio,harrison,oh
scioto_township_(delaware_cnty),scioto_township,delaware,oh
scioto_township_(jackson_cnty),scioto_township,jackson,oh
scioto_township_(pickaway_cnty),scioto_township,pickaway,oh
scioto_township_(pike_cnty),scioto_township,pike,oh
scioto_township_(ross_cnty),scioto_township,ross,oh
sciotodale,sciotodale,scioto,oh
scipio_township_(meigs_cnty),scipio_township,meigs,oh
scipio_township_(seneca_cnty),scipio_township,seneca,oh
scott,scott,van_wert,oh
scott_township_(adams_cnty),scott_township,adams,oh
scott_township_(brown_cnty),scott_township,brown,oh
scott_township_(marion_cnty),scott_township,marion,oh
scott_township_(sandusky_cnty),scott_township,sandusky,oh
seal,seal,pike,oh
seaman,seaman,adams,oh
sebring,sebring,mahoning,oh
seneca_township_(monroe_cnty),seneca_township,monroe,oh
seneca_township_(noble_cnty),seneca_township,noble,oh
seneca_township_(seneca_cnty),seneca_township,seneca,oh
senecaville,senecaville,guernsey,oh
seven_hills,seven_hills,cuyahoga,oh
seven_mile,seven_mile,butler,oh
seville,seville,medina,oh
shadyside,shadyside,belmont,oh
shaker_heights,shaker_heights,cuyahoga,oh
shalersville,shalersville,portage,oh
sharon_township_(franklin_cnty),sharon_township,franklin,oh
sharon_township_(medina_cnty),sharon_township,medina,oh
sharon_township_(noble_cnty),sharon_township,noble,oh
sharon_township_(richland_cnty),sharon_township,richland,oh
sharonville,sharonville,hamilton,oh
shawnee,shawnee,perry,oh
shawnee_cdp,shawnee_cdp,hamilton,oh
shawnee_hills,shawnee_hills,delaware,oh
shawnee_hills_cdp,shawnee_hills_cdp,greene,oh
shawnee_township,shawnee_township,allen,oh
sheffield,sheffield,lorain,oh
sheffield_lake,sheffield_lake,lorain,oh
sheffield_township_(ashtabula_cnty),sheffield_township,ashtabula,oh
sheffield_township_(lorain_cnty),sheffield_township,lorain,oh
shelby,shelby,richland,oh
sherman,sherman,huron,oh
sherrodsville,sherrodsville,carroll,oh
sherwood,sherwood,defiance,oh
sherwood_cdp,sherwood_cdp,hamilton,oh
shiloh,shiloh,richland,oh
short_creek,short_creek,harrison,oh
shreve,shreve,wayne,oh
sidney,sidney,shelby,oh
silver_lake,silver_lake,summit,oh
silvercreek,silvercreek,greene,oh
silverton,silverton,hamilton,oh
sinking_spring,sinking_spring,highland,oh
sixteen_mile_stand,sixteen_mile_stand,hamilton,oh
skyline_acres,skyline_acres,hamilton,oh
smith_township_(belmont_cnty),smith_township,belmont,oh
smith_township_(mahoning_cnty),smith_township,mahoning,oh
smithfield,smithfield,jefferson,oh
smithfield_township,smithfield_township,jefferson,oh
smithville,smithville,wayne,oh
solon,solon,cuyahoga,oh
somerford,somerford,madison,oh
somers,somers,preble,oh
somerset,somerset,perry,oh
somerset_township,somerset_township,belmont,oh
somerville,somerville,butler,oh
south_amherst,south_amherst,lorain,oh
south_bloomfield,south_bloomfield,pickaway,oh
south_bloomfield_township,south_bloomfield_township,morrow,oh
south_canal,south_canal,trumbull,oh
south_charleston,south_charleston,clark,oh
south_euclid,south_euclid,cuyahoga,oh
south_lebanon,south_lebanon,warren,oh
south_point,south_point,lawrence,oh
south_russell,south_russell,geauga,oh
south_salem,south_salem,ross,oh
south_solon,south_solon,madison,oh
south_vienna,south_vienna,clark,oh
south_webster,south_webster,scioto,oh
south_zanesville,south_zanesville,muskingum,oh
southington,southington,trumbull,oh
sparta,sparta,morrow,oh
spencer_township_(allen_cnty),spencer_township,allen,oh
spencer_township_(guernsey_cnty),spencer_township,guernsey,oh
spencer_township_(lucas_cnty),spencer_township,lucas,oh
spencer_township_(medina_cnty),spencer_township,medina,oh
spencerville,spencerville,allen,oh
sprigg,sprigg,adams,oh
spring_valley,spring_valley,greene,oh
springboro,springboro,warren,oh
springcreek,springcreek,miami,oh
springdale,springdale,hamilton,oh
springfield,springfield,clark,oh
springfield_township_(clark_cnty),springfield_township,clark,oh
springfield_township_(gallia_cnty),springfield_township,gallia,oh
springfield_township_(hamilton_cnty),springfield_township,hamilton,oh
springfield_township_(jefferson_cnty),springfield_township,jefferson,oh
springfield_township_(lucas_cnty),springfield_township,lucas,oh
springfield_township_(mahoning_cnty),springfield_township,mahoning,oh
springfield_township_(muskingum_cnty),springfield_township,muskingum,oh
springfield_township_(richland_cnty),springfield_township,richland,oh
springfield_township_(ross_cnty),springfield_township,ross,oh
springfield_township_(summit_cnty),springfield_township,summit,oh
springfield_township_(williams_cnty),springfield_township,williams,oh
st._albans,st._albans,licking,oh
st._bernard,st._bernard,hamilton,oh
st._clair_township_(butler_cnty),st._clair_township,butler,oh
st._clair_township_(columbiana_cnty),st._clair_township,columbiana,oh
st._clairsville,st._clairsville,belmont,oh
st._henry,st._henry,mercer,oh
st._johns,st._johns,auglaize,oh
st._joseph,st._joseph,williams,oh
st._louisville,st._louisville,licking,oh
st._martin,st._martin,brown,oh
st._marys,st._marys,auglaize,oh
st._marys_township,st._marys_township,auglaize,oh
st._paris,st._paris,champaign,oh
stafford,stafford,monroe,oh
starr,starr,hocking,oh
staunton,staunton,miami,oh
sterling,sterling,wayne,oh
sterling_township,sterling_township,brown,oh
steubenville,steubenville,jefferson,oh
steubenville_township,steubenville_township,jefferson,oh
stewart,stewart,athens,oh
stock_township_(harrison_cnty),stock_township,harrison,oh
stock_township_(noble_cnty),stock_township,noble,oh
stockdale,stockdale,pike,oh
stockport,stockport,morgan,oh
stokes_township_(logan_cnty),stokes_township,logan,oh
stokes_township_(madison_cnty),stokes_township,madison,oh
stone_creek,stone_creek,tuscarawas,oh
stonelick,stonelick,clermont,oh
stony_prairie,stony_prairie,sandusky,oh
stony_ridge,stony_ridge,wood,oh
stoutsville,stoutsville,fairfield,oh
stow,stow,summit,oh
strasburg,strasburg,tuscarawas,oh
stratton,stratton,jefferson,oh
streetsboro,streetsboro,portage,oh
strongsville,strongsville,cuyahoga,oh
struthers,struthers,mahoning,oh
stryker,stryker,williams,oh
suffield,suffield,portage,oh
sugar_bush_knolls,sugar_bush_knolls,portage,oh
sugar_creek_township_(allen_cnty),sugar_creek_township,allen,oh
sugar_creek_township_(putnam_cnty),sugar_creek_township,putnam,oh
sugar_creek_township_(stark_cnty),sugar_creek_township,stark,oh
sugar_creek_township_(tuscarawas_cnty),sugar_creek_township,tuscarawas,oh
sugar_creek_township_(wayne_cnty),sugar_creek_township,wayne,oh
sugar_grove,sugar_grove,fairfield,oh
sugarcreek,sugarcreek,tuscarawas,oh
sugarcreek_township,sugarcreek_township,greene,oh
sullivan,sullivan,ashland,oh
sulphur_springs,sulphur_springs,crawford,oh
summerfield,summerfield,noble,oh
summerside,summerside,clermont,oh
summit,summit,monroe,oh
summitville,summitville,columbiana,oh
sunbury,sunbury,delaware,oh
sunfish,sunfish,pike,oh
sunsbury,sunsbury,monroe,oh
superior,superior,williams,oh
sutton,sutton,meigs,oh
swan,swan,vinton,oh
swan_creek,swan_creek,fulton,oh
swanton,swanton,lucas,oh
switzerland,switzerland,monroe,oh
sycamore,sycamore,wyandot,oh
sycamore_township_(hamilton_cnty),sycamore_township,hamilton,oh
sycamore_township_(wyandot_cnty),sycamore_township,wyandot,oh
sylvania,sylvania,lucas,oh
sylvania_township,sylvania_township,lucas,oh
symmes_township_(hamilton_cnty),symmes_township,hamilton,oh
symmes_township_(lawrence_cnty),symmes_township,lawrence,oh
syracuse,syracuse,meigs,oh
tallmadge,tallmadge,summit,oh
tarlton,tarlton,pickaway,oh
tate,tate,clermont,oh
taylor,taylor,union,oh
taylor_creek,taylor_creek,hamilton,oh
taylor_creek_township,taylor_creek_township,hardin,oh
tedrow,tedrow,fulton,oh
terrace_park,terrace_park,hamilton,oh
texas,texas,crawford,oh
the_plains,the_plains,athens,oh
the_village_of_indian_hill,the_village_of_indian_hill,hamilton,oh
thompson_township_(delaware_cnty),thompson_township,delaware,oh
thompson_township_(geauga_cnty),thompson_township,geauga,oh
thompson_township_(seneca_cnty),thompson_township,seneca,oh
thorn,thorn,perry,oh
thornport,thornport,perry,oh
thornville,thornville,perry,oh
thurston,thurston,fairfield,oh
tiffin,tiffin,seneca,oh
tiffin_township_(adams_cnty),tiffin_township,adams,oh
tiffin_township_(defiance_cnty),tiffin_township,defiance,oh
tiltonsville,tiltonsville,jefferson,oh
timberlake,timberlake,lake,oh
tipp_city,tipp_city,miami,oh
tippecanoe,tippecanoe,harrison,oh
tiro,tiro,crawford,oh
tiverton,tiverton,coshocton,oh
tod,tod,crawford,oh
toledo,toledo,lucas,oh
tontogany,tontogany,wood,oh
toronto,toronto,jefferson,oh
townsend_township_(huron_cnty),townsend_township,huron,oh
townsend_township_(sandusky_cnty),townsend_township,sandusky,oh
tremont_city,tremont_city,clark,oh
trenton,trenton,butler,oh
trenton_township,trenton_township,delaware,oh
trimble,trimble,athens,oh
trimble_township,trimble_township,athens,oh
trinway,trinway,muskingum,oh
trotwood,trotwood,montgomery,oh
troy,troy,miami,oh
troy_township_(ashland_cnty),troy_township,ashland,oh
troy_township_(athens_cnty),troy_township,athens,oh
troy_township_(delaware_cnty),troy_township,delaware,oh
troy_township_(geauga_cnty),troy_township,geauga,oh
troy_township_(morrow_cnty),troy_township,morrow,oh
troy_township_(richland_cnty),troy_township,richland,oh
troy_township_(wood_cnty),troy_township,wood,oh
trumbull,trumbull,ashtabula,oh
truro,truro,franklin,oh
tully_township_(marion_cnty),tully_township,marion,oh
tully_township_(van_wert_cnty),tully_township,van_wert,oh
tuppers_plains,tuppers_plains,meigs,oh
turpin_hills,turpin_hills,hamilton,oh
turtle_creek,turtle_creek,shelby,oh
turtlecreek,turtlecreek,warren,oh
tuscarawas,tuscarawas,tuscarawas,oh
tuscarawas_township_(coshocton_cnty),tuscarawas_township,coshocton,oh
tuscarawas_township_(stark_cnty),tuscarawas_township,stark,oh
twin_township_(darke_cnty),twin_township,darke,oh
twin_township_(preble_cnty),twin_township,preble,oh
twin_township_(ross_cnty),twin_township,ross,oh
twinsburg,twinsburg,summit,oh
twinsburg_heights,twinsburg_heights,summit,oh
twinsburg_township,twinsburg_township,summit,oh
tymochtee,tymochtee,wyandot,oh
uhrichsville,uhrichsville,tuscarawas,oh
union,union,montgomery,oh
union_township_(auglaize_cnty),union_township,auglaize,oh
union_township_(belmont_cnty),union_township,belmont,oh
union_township_(brown_cnty),union_township,brown,oh
union_township_(carroll_cnty),union_township,carroll,oh
union_township_(champaign_cnty),union_township,champaign,oh
union_township_(clermont_cnty),union_township,clermont,oh
union_township_(clinton_cnty),union_township,clinton,oh
union_township_(fayette_cnty),union_township,fayette,oh
union_township_(hancock_cnty),union_township,hancock,oh
union_township_(highland_cnty),union_township,highland,oh
union_township_(knox_cnty),union_township,knox,oh
union_township_(lawrence_cnty),union_township,lawrence,oh
union_township_(licking_cnty),union_township,licking,oh
union_township_(logan_cnty),union_township,logan,oh
union_township_(madison_cnty),union_township,madison,oh
union_township_(mercer_cnty),union_township,mercer,oh
union_township_(miami_cnty),union_township,miami,oh
union_township_(morgan_cnty),union_township,morgan,oh
union_township_(muskingum_cnty),union_township,muskingum,oh
union_township_(pike_cnty),union_township,pike,oh
union_township_(putnam_cnty),union_township,putnam,oh
union_township_(ross_cnty),union_township,ross,oh
union_township_(scioto_cnty),union_township,scioto,oh
union_township_(tuscarawas_cnty),union_township,tuscarawas,oh
union_township_(union_cnty),union_township,union,oh
union_township_(van_wert_cnty),union_township,van_wert,oh
union_township_(warren_cnty),union_township,warren,oh
uniontown,uniontown,stark,oh
unionville_center,unionville_center,union,oh
uniopolis,uniopolis,auglaize,oh
unity,unity,columbiana,oh
university_heights,university_heights,cuyahoga,oh
upper,upper,lawrence,oh
upper_arlington,upper_arlington,franklin,oh
upper_sandusky,upper_sandusky,wyandot,oh
urbana,urbana,champaign,oh
urbana_township,urbana_township,champaign,oh
urbancrest,urbancrest,franklin,oh
utica,utica,licking,oh
valley_hi,valley_hi,logan,oh
valley_township_(guernsey_cnty),valley_township,guernsey,oh
valley_township_(scioto_cnty),valley_township,scioto,oh
valley_view,valley_view,cuyahoga,oh
valleyview,valleyview,franklin,oh
van_buren_township_(darke_cnty),van_buren_township,darke,oh
van_buren_township_(hancock_cnty),van_buren_township,hancock,oh
van_buren_township_(putnam_cnty),van_buren_township,putnam,oh
van_buren_township_(shelby_cnty),van_buren_township,shelby,oh
van_wert,van_wert,van_wert,oh
vandalia,vandalia,montgomery,oh
vanlue,vanlue,hancock,oh
vaughnsville,vaughnsville,putnam,oh
venedocia,venedocia,van_wert,oh
venice,venice,seneca,oh
vermilion,vermilion,lorain,oh
vermilion_township,vermilion_township,erie,oh
vermillion,vermillion,ashland,oh
vernon_township_(clinton_cnty),vernon_township,clinton,oh
vernon_township_(crawford_cnty),vernon_township,crawford,oh
vernon_township_(scioto_cnty),vernon_township,scioto,oh
vernon_township_(trumbull_cnty),vernon_township,trumbull,oh
verona,verona,preble,oh
versailles,versailles,darke,oh
vickery,vickery,sandusky,oh
vienna,vienna,trumbull,oh
vienna_center,vienna_center,trumbull,oh
vincent,vincent,washington,oh
vinton,vinton,gallia,oh
vinton_township,vinton_township,vinton,oh
violet,violet,fairfield,oh
virginia,virginia,coshocton,oh
wabash,wabash,darke,oh
wadsworth,wadsworth,medina,oh
wadsworth_township,wadsworth_township,medina,oh
waite_hill,waite_hill,lake,oh
wakeman,wakeman,huron,oh
wakeman_township,wakeman_township,huron,oh
walbridge,walbridge,wood,oh
waldo,waldo,marion,oh
waldo_township,waldo_township,marion,oh
walnut_creek,walnut_creek,holmes,oh
walnut_creek_township,walnut_creek_township,holmes,oh
walnut_township_(fairfield_cnty),walnut_township,fairfield,oh
walnut_township_(gallia_cnty),walnut_township,gallia,oh
walnut_township_(pickaway_cnty),walnut_township,pickaway,oh
walton_hills,walton_hills,cuyahoga,oh
wapakoneta,wapakoneta,auglaize,oh
ward,ward,hocking,oh
warren,warren,trumbull,oh
warren_township_(belmont_cnty),warren_township,belmont,oh
warren_township_(jefferson_cnty),warren_township,jefferson,oh
warren_township_(trumbull_cnty),warren_township,trumbull,oh
warren_township_(tuscarawas_cnty),warren_township,tuscarawas,oh
warren_township_(washington_cnty),warren_township,washington,oh
warrensville_heights,warrensville_heights,cuyahoga,oh
warsaw,warsaw,coshocton,oh
warwick,warwick,tuscarawas,oh
washington_court_house,washington_court_house,fayette,oh
washington_township_(auglaize_cnty),washington_township,auglaize,oh
washington_township_(belmont_cnty),washington_township,belmont,oh
washington_township_(brown_cnty),washington_township,brown,oh
washington_township_(carroll_cnty),washington_township,carroll,oh
washington_township_(clermont_cnty),washington_township,clermont,oh
washington_township_(clinton_cnty),washington_township,clinton,oh
washington_township_(columbiana_cnty),washington_township,columbiana,oh
washington_township_(coshocton_cnty),washington_township,coshocton,oh
washington_township_(darke_cnty),washington_township,darke,oh
washington_township_(defiance_cnty),washington_township,defiance,oh
washington_township_(franklin_cnty),washington_township,franklin,oh
washington_township_(guernsey_cnty),washington_township,guernsey,oh
washington_township_(hancock_cnty),washington_township,hancock,oh
washington_township_(hardin_cnty),washington_township,hardin,oh
washington_township_(harrison_cnty),washington_township,harrison,oh
washington_township_(henry_cnty),washington_township,henry,oh
washington_township_(highland_cnty),washington_township,highland,oh
washington_township_(hocking_cnty),washington_township,hocking,oh
washington_township_(holmes_cnty),washington_township,holmes,oh
washington_township_(jackson_cnty),washington_township,jackson,oh
washington_township_(lawrence_cnty),washington_township,lawrence,oh
washington_township_(licking_cnty),washington_township,licking,oh
washington_township_(logan_cnty),washington_township,logan,oh
washington_township_(lucas_cnty),washington_township,lucas,oh
washington_township_(mercer_cnty),washington_township,mercer,oh
washington_township_(miami_cnty),washington_township,miami,oh
washington_township_(monroe_cnty),washington_township,monroe,oh
washington_township_(montgomery_cnty),washington_township,montgomery,oh
washington_township_(morrow_cnty),washington_township,morrow,oh
washington_township_(muskingum_cnty),washington_township,muskingum,oh
washington_township_(paulding_cnty),washington_township,paulding,oh
washington_township_(pickaway_cnty),washington_township,pickaway,oh
washington_township_(preble_cnty),washington_township,preble,oh
washington_township_(richland_cnty),washington_township,richland,oh
washington_township_(sandusky_cnty),washington_township,sandusky,oh
washington_township_(scioto_cnty),washington_township,scioto,oh
washington_township_(shelby_cnty),washington_township,shelby,oh
washington_township_(stark_cnty),washington_township,stark,oh
washington_township_(tuscarawas_cnty),washington_township,tuscarawas,oh
washington_township_(union_cnty),washington_township,union,oh
washington_township_(van_wert_cnty),washington_township,van_wert,oh
washington_township_(warren_cnty),washington_township,warren,oh
washington_township_(wood_cnty),washington_township,wood,oh
washingtonville,washingtonville,columbiana,oh
waterford,waterford,washington,oh
waterford_township,waterford_township,washington,oh
waterloo,waterloo,athens,oh
watertown,watertown,washington,oh
waterville,waterville,lucas,oh
waterville_township,waterville_township,lucas,oh
wauseon,wauseon,fulton,oh
waverly,waverly,pike,oh
wayne,wayne,wood,oh
wayne_lakes,wayne_lakes,darke,oh
wayne_township_(adams_cnty),wayne_township,adams,oh
wayne_township_(ashtabula_cnty),wayne_township,ashtabula,oh
wayne_township_(auglaize_cnty),wayne_township,auglaize,oh
wayne_township_(belmont_cnty),wayne_township,belmont,oh
wayne_township_(butler_cnty),wayne_township,butler,oh
wayne_township_(champaign_cnty),wayne_township,champaign,oh
wayne_township_(clermont_cnty),wayne_township,clermont,oh
wayne_township_(clinton_cnty),wayne_township,clinton,oh
wayne_township_(columbiana_cnty),wayne_township,columbiana,oh
wayne_township_(darke_cnty),wayne_township,darke,oh
wayne_township_(fayette_cnty),wayne_township,fayette,oh
wayne_township_(jefferson_cnty),wayne_township,jefferson,oh
wayne_township_(knox_cnty),wayne_township,knox,oh
wayne_township_(monroe_cnty),wayne_township,monroe,oh
wayne_township_(muskingum_cnty),wayne_township,muskingum,oh
wayne_township_(noble_cnty),wayne_township,noble,oh
wayne_township_(pickaway_cnty),wayne_township,pickaway,oh
wayne_township_(tuscarawas_cnty),wayne_township,tuscarawas,oh
wayne_township_(warren_cnty),wayne_township,warren,oh
wayne_township_(wayne_cnty),wayne_township,wayne,oh
waynesburg,waynesburg,stark,oh
waynesfield,waynesfield,auglaize,oh
waynesville,waynesville,warren,oh
weathersfield,weathersfield,trumbull,oh
webster,webster,wood,oh
weller,weller,richland,oh
wellington,wellington,lorain,oh
wellington_township,wellington_township,lorain,oh
wells,wells,jefferson,oh
wellston,wellston,jackson,oh
wellsville,wellsville,columbiana,oh
wesley,wesley,washington,oh
west,west,columbiana,oh
west_alexandria,west_alexandria,preble,oh
west_carrollton,west_carrollton,montgomery,oh
west_chester,west_chester,butler,oh
west_elkton,west_elkton,preble,oh
west_farmington,west_farmington,trumbull,oh
west_hill,west_hill,trumbull,oh
west_jefferson,west_jefferson,madison,oh
west_lafayette,west_lafayette,coshocton,oh
west_leipsic,west_leipsic,putnam,oh
west_liberty,west_liberty,logan,oh
west_manchester,west_manchester,preble,oh
west_mansfield,west_mansfield,logan,oh
west_millgrove,west_millgrove,wood,oh
west_milton,west_milton,miami,oh
west_portsmouth,west_portsmouth,scioto,oh
west_rushville,west_rushville,fairfield,oh
west_salem,west_salem,wayne,oh
west_union,west_union,adams,oh
west_unity,west_unity,williams,oh
westerville,westerville,franklin,oh
westfield_center,westfield_center,medina,oh
westfield_township_(medina_cnty),westfield_township,medina,oh
westfield_township_(morrow_cnty),westfield_township,morrow,oh
westlake,westlake,cuyahoga,oh
westland,westland,guernsey,oh
weston,weston,wood,oh
weston_township,weston_township,wood,oh
wetherington,wetherington,butler,oh
wharton,wharton,wyandot,oh
wheelersburg,wheelersburg,scioto,oh
wheeling_township_(belmont_cnty),wheeling_township,belmont,oh
wheeling_township_(guernsey_cnty),wheeling_township,guernsey,oh
whetstone,whetstone,crawford,oh
white_eyes,white_eyes,coshocton,oh
white_oak,white_oak,hamilton,oh
whitehall,whitehall,franklin,oh
whitehouse,whitehouse,lucas,oh
whiteoak,whiteoak,highland,oh
whites_landing,whites_landing,erie,oh
whitewater,whitewater,hamilton,oh
wickliffe,wickliffe,lake,oh
wightmans_grove,wightmans_grove,sandusky,oh
wilberforce,wilberforce,greene,oh
wilkesville,wilkesville,vinton,oh
wilkesville_township,wilkesville_township,vinton,oh
willard,willard,huron,oh
williamsburg,williamsburg,clermont,oh
williamsburg_township,williamsburg_township,clermont,oh
williamsdale,williamsdale,butler,oh
williamsfield,williamsfield,ashtabula,oh
williamsport,williamsport,pickaway,oh
williston,williston,ottawa,oh
willoughby,willoughby,lake,oh
willoughby_hills,willoughby_hills,lake,oh
willowick,willowick,lake,oh
wills,wills,guernsey,oh
willshire,willshire,van_wert,oh
willshire_township,willshire_township,van_wert,oh
wilmington,wilmington,clinton,oh
wilmot,wilmot,stark,oh
wilson,wilson,clinton,oh
winchester,winchester,adams,oh
windham,windham,portage,oh
windsor_township_(ashtabula_cnty),windsor_township,ashtabula,oh
windsor_township_(lawrence_cnty),windsor_township,lawrence,oh
windsor_township_(morgan_cnty),windsor_township,morgan,oh
winesburg,winesburg,holmes,oh
wintersville,wintersville,jefferson,oh
withamsville,withamsville,clermont,oh
wolfhurst,wolfhurst,belmont,oh
woodlawn,woodlawn,hamilton,oh
woodmere,woodmere,cuyahoga,oh
woodsfield,woodsfield,monroe,oh
woodstock,woodstock,champaign,oh
woodville,woodville,sandusky,oh
woodville_township,woodville_township,sandusky,oh
wooster,wooster,wayne,oh
wooster_township,wooster_township,wayne,oh
worthington,worthington,franklin,oh
worthington_township,worthington_township,richland,oh
wren,wren,van_wert,oh
wright-patterson_afb,wright-patterson_afb,greene,oh
wyoming,wyoming,hamilton,oh
xenia,xenia,greene,oh
xenia_township,xenia_township,greene,oh
yankee_lake,yankee_lake,trumbull,oh
yellow_creek,yellow_creek,columbiana,oh
yellow_springs,yellow_springs,greene,oh
york_township_(athens_cnty),york_township,athens,oh
york_township_(belmont_cnty),york_township,belmont,oh
york_township_(darke_cnty),york_township,darke,oh
york_township_(fulton_cnty),york_township,fulton,oh
york_township_(medina_cnty),york_township,medina,oh
york_township_(morgan_cnty),york_township,morgan,oh
york_township_(sandusky_cnty),york_township,sandusky,oh
york_township_(tuscarawas_cnty),york_township,tuscarawas,oh
york_township_(union_cnty),york_township,union,oh
york_township_(van_wert_cnty),york_township,van_wert,oh
yorkshire,yorkshire,darke,oh
yorkville,yorkville,jefferson,oh
youngstown,youngstown,mahoning,oh
zaleski,zaleski,vinton,oh
zane,zane,logan,oh
zanesfield,zanesfield,logan,oh
zanesville,zanesville,muskingum,oh
zoar,zoar,tuscarawas,oh
achille,achille,bryan,ok
ada,ada,pontotoc,ok
adair,adair,mayes,ok
addington,addington,jefferson,ok
afton,afton,ottawa,ok
agra,agra,lincoln,ok
akins,akins,sequoyah,ok
albany,albany,bryan,ok
albion,albion,pushmataha,ok
alderson,alderson,pittsburg,ok
alex,alex,grady,ok
aline,aline,alfalfa,ok
allen,allen,pontotoc,ok
altus,altus,jackson,ok
alva,alva,woods,ok
amber,amber,grady,ok
ames,ames,major,ok
amorita,amorita,alfalfa,ok
anadarko,anadarko,caddo,ok
antlers,antlers,pushmataha,ok
apache,apache,caddo,ok
arapaho,arapaho,custer,ok
arcadia,arcadia,oklahoma,ok
ardmore,ardmore,carter,ok
arkoma,arkoma,le_flore,ok
armstrong,armstrong,bryan,ok
arnett,arnett,ellis,ok
arpelar,arpelar,pittsburg,ok
asher,asher,pottawatomie,ok
ashland,ashland,pittsburg,ok
atoka,atoka,atoka,ok
atwood,atwood,hughes,ok
avant,avant,osage,ok
badger_lee,badger_lee,sequoyah,ok
ballou,ballou,mayes,ok
barnsdall,barnsdall,osage,ok
bartlesville,bartlesville,washington,ok
bearden,bearden,okfuskee,ok
beaver,beaver,beaver,ok
bee,bee,johnston,ok
beggs,beggs,okmulgee,ok
belfonte,belfonte,sequoyah,ok
bell,bell,adair,ok
bennington,bennington,bryan,ok
bernice,bernice,delaware,ok
bessie,bessie,washita,ok
bethany,bethany,oklahoma,ok
bethel_acres,bethel_acres,pottawatomie,ok
big_cabin,big_cabin,craig,ok
billings,billings,noble,ok
binger,binger,caddo,ok
bison,bison,garfield,ok
bixby,bixby,tulsa,ok
blackburn,blackburn,pawnee,ok
blackgum,blackgum,sequoyah,ok
blackwell,blackwell,kay,ok
blair,blair,jackson,ok
blanchard,blanchard,mcclain,ok
blue,blue,bryan,ok
bluejacket,bluejacket,craig,ok
boise_city,boise_city,cimarron,ok
bokchito,bokchito,bryan,ok
bokoshe,bokoshe,le_flore,ok
boley,boley,okfuskee,ok
boswell,boswell,choctaw,ok
bowlegs,bowlegs,seminole,ok
box,box,sequoyah,ok
boynton,boynton,muskogee,ok
bradley,bradley,grady,ok
braggs,braggs,muskogee,ok
braman,braman,kay,ok
bray,bray,stephens,ok
breckenridge,breckenridge,garfield,ok
brent,brent,sequoyah,ok
bridge_creek,bridge_creek,grady,ok
bridgeport,bridgeport,caddo,ok
briggs,briggs,cherokee,ok
bristow,bristow,creek,ok
broken_arrow,broken_arrow,tulsa,ok
broken_bow,broken_bow,mccurtain,ok
bromide,bromide,johnston,ok
brooksville,brooksville,pottawatomie,ok
brush_creek,brush_creek,delaware,ok
brushy,brushy,sequoyah,ok
buffalo,buffalo,harper,ok
bull_hollow,bull_hollow,delaware,ok
burbank,burbank,osage,ok
burlington,burlington,alfalfa,ok
burns_flat,burns_flat,washita,ok
bushyhead,bushyhead,rogers,ok
butler,butler,custer,ok
butler_cdp,butler_cdp,delaware,ok
byars,byars,mcclain,ok
byng,byng,pontotoc,ok
byron,byron,alfalfa,ok
cache,cache,comanche,ok
caddo,caddo,bryan,ok
calera,calera,bryan,ok
calumet,calumet,canadian,ok
calvin,calvin,hughes,ok
camargo,camargo,dewey,ok
cameron,cameron,le_flore,ok
canadian,canadian,pittsburg,ok
caney,caney,atoka,ok
canton,canton,blaine,ok
canute,canute,washita,ok
carlisle,carlisle,sequoyah,ok
carmen,carmen,alfalfa,ok
carnegie,carnegie,caddo,ok
carney,carney,lincoln,ok
carrier,carrier,garfield,ok
carter,carter,beckham,ok
cartwright,cartwright,bryan,ok
cashion,cashion,kingfisher,ok
castle,castle,okfuskee,ok
catoosa,catoosa,rogers,ok
cayuga,cayuga,delaware,ok
cedar_crest,cedar_crest,mayes,ok
cedar_valley,cedar_valley,logan,ok
cement,cement,caddo,ok
centrahoma,centrahoma,coal,ok
central_high,central_high,stephens,ok
chandler,chandler,lincoln,ok
chattanooga,chattanooga,comanche,ok
checotah,checotah,mcintosh,ok
chelsea,chelsea,rogers,ok
cherokee,cherokee,alfalfa,ok
cherry_tree,cherry_tree,adair,ok
chester,chester,major,ok
chewey,chewey,adair,ok
cheyenne,cheyenne,roger_mills,ok
chickasha,chickasha,grady,ok
choctaw,choctaw,oklahoma,ok
chouteau,chouteau,mayes,ok
christie,christie,adair,ok
cimarron_city,cimarron_city,logan,ok
claremore,claremore,rogers,ok
clayton,clayton,pushmataha,ok
clearview,clearview,okfuskee,ok
cleo_springs,cleo_springs,major,ok
cleora,cleora,delaware,ok
cleveland,cleveland,pawnee,ok
clinton,clinton,custer,ok
