Place,County
munch,pine
munson,stearns
murdock,swift
murray,murray
myrtle,freeborn
nashua,wilkin
nashville,martin
nashwauk,itasca
nashwauk_township,itasca
nassau,lac qui parle
naytahwaush,mahnomen
nebish,beltrami
nelson,douglas
nelson_park,marshall
nelson_township,watonwan
nereson,roseau
nerstrand,rice
nesbit,polk
ness,st. louis
nessel,chisago
nett_lake,st. louis
nevada,mower
nevis,hubbard
nevis_township,hubbard
new_auburn,sibley
new_auburn_township,sibley
new_avon,redwood
new_brighton,ramsey
new_dosey,pine
new_folden,marshall
new_germany,carver
new_hartford,winona
new_haven,olmsted
new_hope,hennepin
new_independence,st. louis
new_london,kandiyohi
new_london_township,kandiyohi
new_maine,marshall
new_market,scott
new_munich,stearns
new_prague,scott
new_prairie,pope
new_richland,waseca
new_richland_township,waseca
new_solum,marshall
new_sweden,nicollet
new_trier,dakota
new_ulm,brown
new_york_mills,otter tail
newburg,fillmore
newfolden,marshall
newport,washington
newry,freeborn
newton,otter tail
nickerson,pine
nicollet,nicollet
nicollet_township,nicollet
nidaros,otter tail
nielsville,polk
nilsen,wilkin
nimrod,wadena
nininger,dakota
nisswa,crow wing
nokay_lake,crow wing
nora_township_(clearwater_cnty),clearwater
nora_township_(pope_cnty),pope
norcross,grant
norden,pennington
nordick,wilkin
nordland_township_(aitkin_cnty),aitkin
nordland_township_(lyon_cnty),lyon
nore,itasca
norfolk,renville
norman_township_(pine_cnty),pine
norman_township_(yellow_medicine_cnty),yellow medicine
normania,yellow medicine
normanna,st. louis
north,pennington
north_branch,chisago
north_branch_township,isanti
north_fork,stearns
north_germany,wadena
north_hero,redwood
north_mankato,nicollet
north_oaks,ramsey
north_ottawa,grant
north_st._paul,ramsey
north_star_township_(brown_cnty),brown
north_star_township_(st._louis_cnty),st. louis
northern,beltrami
northfield,rice
northfield_township,rice
northland_township_(polk_cnty),polk
northland_township_(st._louis_cnty),st. louis
northome,koochiching
northrop,martin
norton,winona
norway_lake,kandiyohi
norway_township_(fillmore_cnty),fillmore
norway_township_(kittson_cnty),kittson
norwegian_grove,otter tail
norwood_young_america,carver
nowthen,anoka
numedal,pennington
nunda,freeborn
oak,stearns
oak_grove,anoka
oak_lawn,crow wing
oak_park,marshall
oak_park_heights,washington
oak_valley,otter tail
oakdale,washington
oakland_township_(freeborn_cnty),freeborn
oakland_township_(mahnomen_cnty),mahnomen
oakport_township,clay
oakwood,wabasha
o'brien,beltrami
odessa,big stone
odessa_township,big stone
odin,watonwan
odin_township,watonwan
ogema,becker
ogema_township,pine
ogilvie,kanabec
okabena,jackson
oklee,red lake
olivia,renville
olney,nobles
omro,yellow medicine
onamia,mille lacs
onamia_township,mille lacs
onstad,polk
orange,douglas
orion,olmsted
ormsby,watonwan
orono,hennepin
oronoco,olmsted
oronoco_township,olmsted
orr,st. louis
orrock,sherburne
orton,wadena
ortonville,big stone
ortonville_township,big stone
orwell,otter tail
osage,becker
osage_township,becker
osakis,douglas
osakis_township,douglas
osborne,pipestone
oscar,otter tail
osceola,renville
oshawa,nicollet
oshkosh,yellow medicine
oslo,marshall
osseo,hennepin
ostrander,fillmore
oteneagen,itasca
otisco,waseca
otrey,big stone
otsego,wright
ottawa,le sueur
otter_tail,otter tail
otter_tail_peninsula,cass
ottertail,otter tail
otto,otter tail
owatonna,steele
owatonna_township,steele
owens,st. louis
oxford,isanti
paddock,otter tail
page,mille lacs
palisade,aitkin
palmer,sherburne
palmville,roseau
palmyra,renville
park,pine
park_rapids,hubbard
parke,clay
parker_township_(marshall_cnty),marshall
parker_township_(morrison_cnty),morrison
parkers_prairie,otter tail
parkers_prairie_township,otter tail
parnell_township_(polk_cnty),polk
parnell_township_(traverse_cnty),traverse
partridge,pine
paxton,redwood
paynesville,stearns
paynesville_township,stearns
peace,kanabec
pease,mille lacs
pelan,kittson
pelican_lake,grant
pelican_rapids,otter tail
pelican_township_(crow_wing_cnty),crow wing
pelican_township_(otter_tail_cnty),otter tail
pemberton,blue earth
pembina,mahnomen
penn,mcleod
pennock,kandiyohi
pepin,wabasha
pepperton,stevens
pequaywan,st. louis
pequot_lakes,crow wing
perch_lake,carlton
percy,kittson
perham,otter tail
perham_township,otter tail
perley,norman
perry,lac qui parle
perry_lake,crow wing
petersburg,jackson
peterson,fillmore
pickerel_lake,freeborn
pierz,morrison
pierz_township,morrison
pike,st. louis
pike_bay,cass
pike_creek,morrison
pillager,cass
pillsbury,swift
pilot_grove,faribault
pilot_mound,fillmore
pine_bend,mahnomen
pine_city,pine
pine_city_township,pine
pine_island,goodhue
pine_island_township,goodhue
pine_lake_township_(cass_cnty),cass
pine_lake_township_(clearwater_cnty),clearwater
pine_lake_township_(otter_tail_cnty),otter tail
pine_lake_township_(pine_cnty),pine
pine_point,becker
pine_point_township,becker
pine_river,cass
pine_river_township,cass
pine_springs,washington
pipestone,pipestone
plainview,wabasha
plainview_township,wabasha
plato,mcleod
platte,morrison
platte_lake,crow wing
pleasant_grove,olmsted
pleasant_hill,winona
pleasant_mound,blue earth
pleasant_prairie,martin
pleasant_valley,mower
pleasant_view,norman
pliny,aitkin
plummer,red lake
plymouth,hennepin
pohlitz,roseau
pokegama,pine
polk_centre,pennington
polonia,roseau
pomme_de_terre,grant
pomroy_township_(itasca_cnty),itasca
pomroy_township_(kanabec_cnty),kanabec
ponemah,beltrami
ponto_lake,cass
poplar,cass
poplar_grove,roseau
poplar_river,red lake
popple,clearwater
popple_grove,mahnomen
poppleton,kittson
port_hope,beltrami
portage,st. louis
porter,yellow medicine
posen,yellow medicine
powers,cass
prairie_lake,st. louis
prairie_view,wilkin
prairieville,brown
preble,fillmore
prescott,faribault
preston,fillmore
preston_lake,renville
preston_township,fillmore
princeton,mille lacs
princeton_township,mille lacs
prinsburg,kandiyohi
prior,big stone
prior_lake,scott
proctor,st. louis
providence,lac qui parle
pulaski,morrison
quamba,kanabec
queen,polk
quincy,olmsted
quiring,beltrami
rabbit_lake,crow wing
racine,mower
racine_township,mower
ramsey,anoka
randall,morrison
randolph,dakota
randolph_township,dakota
ranier,koochiching
ransom,nobles
rapidan,blue earth
ravenna,dakota
raymond,kandiyohi
raymond_township,stearns
red_eye,wadena
red_lake,beltrami
red_lake_falls,red lake
red_lake_falls_township,red lake
red_rock,mower
red_wing,goodhue
redby,beltrami
redpath,traverse
redwood_falls,redwood
redwood_falls_township,redwood
regal,kandiyohi
reine,roseau
reiner,pennington
reis,polk
remer,cass
remer_township,cass
rendsville,stevens
reno,pope
renville,renville
revere,redwood
reynolds,todd
rheiderland,chippewa
rhinehart,polk
rice,benton
rice_lake,clearwater
rice_river,aitkin
rice_township,clearwater
riceland,freeborn
riceville,becker
rich_valley,mcleod
richardson,morrison
richardville,kittson
richfield,hennepin
richland,rice
richmond,stearns
richmond_township,winona
richville,otter tail
richwood,becker
ridgely,nicollet
ripley_township_(dodge_cnty),dodge
ripley_township_(morrison_cnty),morrison
river,red lake
river_falls,pennington
riverdale,watonwan
riverland,mahnomen
riverside,lac qui parle
riverton,crow wing
riverton_township,clay
robbinsdale,hennepin
roberts,wilkin
rochester,olmsted
rochester_township,olmsted
rock,pipestone
rock_creek,pine
rock_dell,olmsted
rock_lake,lyon
rockford,wright
rockford_township,wright
rocksbury,pennington
rockville,stearns
rockwell,norman
rockwood_township_(hubbard_cnty),hubbard
rockwood_township_(wadena_cnty),wadena
rogers,hennepin
rogers_township,cass
rolling_forks,pope
rolling_green,martin
rollingstone,winona
rollingstone_township,winona
rollis,marshall
rome,faribault
ronneby,benton
roome,polk
roosevelt,roseau
roosevelt_township_(beltrami_cnty),beltrami
roosevelt_township_(crow_wing_cnty),crow wing
roscoe,stearns
roscoe_township,goodhue
rose_creek,mower
rose_dell,rock
rose_hill,cottonwood
roseau,roseau
rosebud,polk
rosedale,mahnomen
roseland,kandiyohi
rosemount,dakota
rosendale,watonwan
roseville,ramsey
roseville_township_(grant_cnty),grant
roseville_township_(kandiyohi_cnty),kandiyohi
rosewood,chippewa
rosing,morrison
ross,roseau
ross_lake,crow wing
rost,jackson
rothsay,wilkin
round_grove,mcleod
round_lake,nobles
round_lake_township_(becker_cnty),becker
round_lake_township_(jackson_cnty),jackson
round_prairie,todd
roy_lake,clearwater
royal,lincoln
royalton,morrison
royalton_township,pine
runeberg,becker
rush_city,chisago
rush_lake,otter tail
rushford,fillmore
rushford_village,fillmore
rushmore,nobles
rushseba,chisago
russell,lyon
russia,polk
ruthton,pipestone
rutland,martin
rutledge,pine
sabin,clay
sacred_heart,renville
sacred_heart_township,renville
sago,itasca
salem_township_(cass_cnty),cass
salem_township_(olmsted_cnty),olmsted
salo,aitkin
san_francisco,carver
sanborn,redwood
sand_creek,scott
sand_lake,itasca
sanders,pennington
sandnes,yellow medicine
sandstone,pine
sandstone_township,pine
sandsville,polk
sandy,st. louis
sanford,grant
santiago,sherburne
saratoga,winona
sargeant,mower
sargeant_township,mower
sartell,stearns
sauk_centre,stearns
sauk_centre_township,stearns
sauk_rapids,benton
sauk_rapids_township,benton
savage,scott
savannah,becker
scambler,otter tail
scandia,washington
scandia_township,polk
scandia_valley,morrison
scanlon,carlton
schoolcraft,hubbard
schroeder,cook
sciota,dakota
scott,stevens
seaforth,redwood
searles,brown
seavey,aitkin
sebeka,wadena
sedan,pope
seely,faribault
selma,cottonwood
severance,sibley
seward,nobles
shafer,chisago
shafer_township,chisago
shakopee,scott
shamrock,aitkin
shaokatan,lincoln
sharon,le sueur
shelburne,lyon
shelby,blue earth
sheldon,houston
shell_lake,becker
shell_river,wadena
shell_rock,freeborn
shelly,norman
shelly_township,norman
sherburn,martin
sheridan,redwood
sherman,redwood
shetek,murray
shevlin,clearwater
shevlin_township,clearwater
shible,swift
shieldsville,rice
shingobee,cass
shooks,beltrami
shoreview,ramsey
shorewood,hennepin
shotley,beltrami
sibley,sibley
sigel,brown
silver,carlton
silver_bay,lake
silver_brook,carlton
silver_creek,wright
silver_creek_township_(lake_cnty),lake
silver_creek_township_(wright_cnty),wright
silver_lake,mcleod
silver_lake_township,martin
silver_leaf,becker
silverton,pennington
sinclair,clearwater
sinnott,marshall
sioux_agency,yellow medicine
sioux_valley,jackson
six_mile_grove,swift
skagen,roseau
skandia,murray
skane,kittson
skelton,carlton
skree,clay
skyline,blue earth
slater,cass
slayton,murray
slayton_township,murray
sleepy_eye,brown
sletten,polk
smiley,pennington
smoky_hollow,cass
sobieski,morrison
sodus,lyon
solem,douglas
soler,roseau
solway,beltrami
solway_township,st. louis
somerset,steele
soudan,st. louis
south_bend,blue earth
south_branch,watonwan
south_fork,kanabec
south_harbor,mille lacs
south_haven,wright
south_red_river,kittson
south_st._paul,dakota
southbrook,cottonwood
southside,wright
spalding,aitkin
spang,itasca
sparta,chippewa
spencer,aitkin
spencer_brook,isanti
spicer,kandiyohi
split_rock,carlton
splithand,itasca
spring_brook,kittson
spring_creek_township_(becker_cnty),becker
spring_creek_township_(norman_cnty),norman
spring_grove,houston
spring_grove_township,houston
spring_hill,stearns
spring_hill_township,stearns
spring_lake,scott
spring_lake_park,anoka
spring_park,hennepin
spring_prairie,clay
spring_valley,fillmore
spring_valley_township,fillmore
springdale,redwood
springfield,brown
springfield_township,cottonwood
springvale,isanti
springwater,rock
spruce,roseau
spruce_grove_township_(becker_cnty),becker
spruce_grove_township_(beltrami_cnty),beltrami
spruce_hill,douglas
spruce_valley,marshall
squaw_lake,itasca
st._anthony_(hennepin_cnty),hennepin
st._anthony_(stearns_cnty),stearns
st._augusta,stearns
st._bonifacius,hennepin
st._charles,winona
st._charles_township,winona
st._clair,blue earth
st._cloud,stearns
st._francis,anoka
st._george,benton
st._hilaire,pennington
st._james,watonwan
st._james_township,watonwan
st._johns,kandiyohi
st._joseph,stearns
st._joseph_township_(kittson_cnty),kittson
st._joseph_township_(stearns_cnty),stearns
st._lawrence,scott
st._leo,yellow medicine
st._louis_park,hennepin
st._martin,stearns
st._martin_township,stearns
st._mary,waseca
st._marys_point,washington
st._mathias,crow wing
st._michael,wright
st._olaf,otter tail
st._paul,ramsey
st._paul_park,washington
st._peter,nicollet
st._rosa,stearns
st._stephen,stearns
st._vincent,kittson
st._vincent_township,kittson
st._wendel,stearns
stacy,chisago
stafford,roseau
stanchfield,isanti
stanchfield_township,isanti
stanford,isanti
stanley,lyon
stanton,goodhue
staples,todd
staples_township,todd
star,pennington
star_lake,otter tail
starbuck,pope
stark,brown
stately,brown
steamboat_river,hubbard
steen,rock
steenerson,beltrami
stephen,marshall
sterling,blue earth
stevens,stevens
stewart,mcleod
stewartville,olmsted
stillwater,washington
stillwater_township,washington
stockholm,wright
stockton,winona
stokes_township_(itasca_cnty),itasca
stokes_township_(roseau_cnty),roseau
stoneham,chippewa
stoney_brook,st. louis
stony_brook,grant
stony_river,lake
stony_run,yellow medicine
storden,cottonwood
storden_township,cottonwood
stowe_prairie,todd
straight_river,hubbard
strand,norman
strandquist,marshall
strathcona,roseau
sturgeon,st. louis
sturgeon_lake,pine
sturgeon_lake_township,pine
sugar_bush_township_(becker_cnty),becker
sugar_bush_township_(beltrami_cnty),beltrami
sullivan,polk
summit_lake,nobles
summit_township_(beltrami_cnty),beltrami
summit_township_(steele_cnty),steele
sumner,fillmore
sumter,mcleod
sunburg,kandiyohi
sundal,norman
sundown,redwood
sunfish_lake,dakota
sunnyside,wilkin
sunrise,chisago
svea,kittson
sverdrup,otter tail
swan_lake,stevens
swan_river,morrison
swanville,morrison
swanville_township,morrison
swede_grove,meeker
swede_prairie,yellow medicine
swedes_forest,redwood
sweet,pipestone
swenoda,swift
sylvan,cass
synnes,stevens
tabor,polk
taconite,itasca
tamarac,marshall
tamarack,aitkin
tanberg,wilkin
tansem,clay
taopi,mower
tara_township_(swift_cnty),swift
tara_township_(traverse_cnty),traverse
taunton,lyon
taylor_township_(beltrami_cnty),beltrami
taylor_township_(traverse_cnty),traverse
taylors_falls,chisago
tegner,kittson
teien,kittson
ten_lake,beltrami
ten_mile_lake,lac qui parle
tenhassen,martin
tenstrike,beltrami
terrebonne,red lake
the_lakes,murray
the_ranch,mahnomen
thief_lake,marshall
thief_river_falls,pennington
third_river,itasca
thomastown,wadena
thompson,kittson
thomson_township,carlton
thorpe,hubbard
three_lakes,redwood
thunder_lake,cass
timothy,crow wing
tintah,traverse
tintah_township,traverse
toad_lake,becker
todd,hubbard
tofte,cook
toivola,st. louis
tonka_bay,hennepin
toqua,big stone
tordenskjold,otter tail
torning,swift
torrey,cass
tower,st. louis
tracy,lyon
trail,polk
transit,sibley
traverse,nicollet
trelipe,cass
trimont,martin
trommald,crow wing
trondhjem,otter tail
trosky,pipestone
trout_lake,itasca
troy_township_(pipestone_cnty),pipestone
troy_township_(renville_cnty),renville
truman,martin
tumuli,otter tail
tunsberg,chippewa
turner,aitkin
turtle_creek,todd
turtle_lake_township_(beltrami_cnty),beltrami
turtle_lake_township_(cass_cnty),cass
turtle_river,beltrami
turtle_river_township,beltrami
twin_lakes,freeborn
twin_lakes_cdp,mahnomen
twin_lakes_township_(carlton_cnty),carlton
twin_lakes_township_(mahnomen_cnty),mahnomen
twin_valley,norman
two_harbors,lake
two_inlets,becker
two_rivers,morrison
tyler,lincoln
tynsid,polk
tyro,yellow medicine
tyrone,le sueur
udolpho,mower
ulen,clay
ulen_township,clay
underwood,otter tail
underwood_township,redwood
union,houston
union_grove,meeker
upsala,morrison
urbank,otter tail
urness,douglas
utica,winona
utica_township,winona
vadnais_heights,ramsey
vail,redwood
vallers,lyon
valley,marshall
van_buren,st. louis
vasa,goodhue
vega,marshall
veldt,marshall
verdi,lincoln
verdon,aitkin
vergas,otter tail
vermilion_lake,st. louis
vermillion,dakota
vermillion_township,dakota
verndale,wadena
vernon,dodge
vernon_center,blue earth
vernon_center_township,blue earth
verona,faribault
vesta,redwood
vesta_township,redwood
victor,wright
victoria,carver
viding,clay
vienna,rock
viking,marshall
viking_township,marshall
villard,pope
villard_township,todd
vineland,mille lacs
vineland_township,polk
vining,otter tail
viola,olmsted
virginia,st. louis
vivian,waseca
waasa,st. louis
wabana,itasca
wabasha,wabasha
wabasso,redwood
wabedo,cass
waconia,carver
waconia_township,carver
wacouta,goodhue
wadena,wadena
wadena_township,wadena
wagner,aitkin
wahkon,mille lacs
waite_park,stearns
wakefield,stearns
walcott,rice
walden_township_(cass_cnty),cass
walden_township_(pope_cnty),pope
waldorf,waseca
walker,cass
walls,traverse
walnut_grove,redwood
walnut_lake,faribault
walter,lac qui parle
walters,faribault
waltham,mower
waltham_township,mower
walworth,becker
wanamingo,goodhue
wanamingo_township,goodhue
wanda,redwood
wang,renville
wanger,marshall
warba,itasca
ward,todd
warren,marshall
warren_township,winona
warrenton,marshall
warroad,roseau
warsaw,rice
warsaw_township_(goodhue_cnty),goodhue
warsaw_township_(rice_cnty),rice
waseca,waseca
washington,le sueur
washington_lake,sibley
wasioja,dodge
waskish,beltrami
watab,benton
waterbury,redwood
waterford,dakota
watertown,carver
watertown_township,carver
waterville,le sueur
waterville_township,le sueur
watkins,meeker
watopa,wabasha
watson,chippewa
waubun,mahnomen
waukenabo,aitkin
waukon,norman
waverly,wright
waverly_township,martin
wawina,itasca
wayzata,hennepin
wealthwood,aitkin
webster,rice
weimer,jackson
welch,goodhue
welcome,martin
wellington,renville
wells,faribault
wells_township,rice
wendell,grant
wergeland,yellow medicine
west_albany,wabasha
west_bank,swift
west_concord,dodge
west_heron_lake,jackson
west_lakeland,washington
west_newton,nicollet
west_roy_lake,mahnomen
west_st._paul,dakota
west_union,todd
west_union_township,todd
west_valley,marshall
westbrook,cottonwood
westbrook_township,cottonwood
westerheim,lyon
western,otter tail
westfield,dodge
westford,martin
westline,redwood
westport,pope
westport_township,pope
westside,nobles
whalan,fillmore
wheatland,rice
wheaton,traverse
wheeling,rice
whipholt,cass
white,st. louis
white_bear,ramsey
white_bear_lake,ramsey
white_bear_lake_township,pope
white_earth,becker
white_earth_township,becker
white_oak,hubbard
white_pine,aitkin
whited,kanabec
whitefield,kandiyohi
whiteford,marshall
whitewater,winona
wild_rice,norman
wilder,jackson
wildwood,itasca
wilkinson,cass
willernie,washington
williams,lake of the woods
williams_township,aitkin
willmar,kandiyohi
willmar_township,kandiyohi
willow_lake,redwood
willow_river,pine
willow_valley,st. louis
wilma,pine
wilmington,houston
wilmont,nobles
wilmont_township,nobles
wilson_township_(cass_cnty),cass
wilson_township_(winona_cnty),winona
wilton,beltrami
wilton_township,waseca
winchester,norman
windemere,pine
windom,cottonwood
windom_township,mower
windsor,traverse
winfield,renville
wing_river,wadena
winger,polk
winger_township,polk
winnebago,faribault
winnebago_city,faribault
winnebago_township,houston
winona,winona
winsor,clearwater
winsted,mcleod
winsted_township,mcleod
winthrop,sibley
winton,st. louis
wirt,itasca
wisconsin,jackson
wiscoy,winona
wolf_lake,becker
wolf_lake_township,becker
wolford,crow wing
wolverton,wilkin
wolverton_township,wilkin
wood_lake,yellow medicine
wood_lake_township,yellow medicine
woodbury,washington
woodland,hennepin
woodland_township,wright
woodrow_township_(beltrami_cnty),beltrami
woodrow_township_(cass_cnty),cass
woods,chippewa
woodside_township_(otter_tail_cnty),otter tail
woodside_township_(polk_cnty),polk
woodstock,pipestone
woodville,waseca
workman,aitkin
worthington,nobles
worthington_township,nobles
wrenshall,carlton
wrenshall_township,carlton
wright,carlton
wright_township,marshall
wuori,st. louis
wyandotte,pennington
wyanett,isanti
wykeham,todd
wykoff,fillmore
wylie,red lake
wyoming,chisago
yellow_bank,lac qui parle
york,fillmore
young_america,carver
yucatan,houston
zemple,itasca
zimmerman,sherburne
zion,stearns
zumbro,wabasha
zumbro_falls,wabasha
zumbrota,goodhue
zumbrota_township,goodhue
abbeville,lafayette
aberdeen,monroe
ackerman,choctaw
alcorn_state_university,claiborne
algoma,pontotoc
alligator,bolivar
amory,monroe
anguilla,sharkey
arcola,washington
arnold_line,lamar
artesia,lowndes
ashland,benton
baldwyn,prentiss
bassfield,jefferson davis
batesville,panola
bay_springs,jasper
bay_st._louis,hancock
beaumont,perry
beauregard,copiah
beechwood,warren
belmont,tishomingo
belzoni,humphreys
benoit,bolivar
bentonia,yazoo
beulah,bolivar
big_creek,calhoun
big_point,jackson
biloxi,harrison
blue_mountain,tippah
blue_springs,union
bogue_chitto_(lincoln_cnty),lincoln
bogue_chitto_(neshoba_cnty),neshoba
bolton,hinds
booneville,prentiss
boyle,bolivar
brandon,rankin
braxton,simpson
bridgetown,desoto
brookhaven,lincoln
brooksville,noxubee
bruce,calhoun
buckatunna,wayne
bude,franklin
burnsville,tishomingo
byhalia,marshall
byram,hinds
caledonia,lowndes
calhoun_city,calhoun
canton,madison
carrollton,carroll
carthage,leake
cary,sharkey
centreville,wilkinson
charleston,tallahatchie
chunky,newton
clara,wayne
clarksdale,coahoma
cleary,rankin
cleveland,bolivar
clinton,hinds
cloverdale,adams
coahoma,coahoma
coffeeville,yalobusha
coldwater,tate
collins,covington
collinsville,lauderdale
columbia,marion
columbus,lowndes
columbus_afb,lowndes
como,panola
conehatta,newton
corinth,alcorn
courtland,panola
crawford,lowndes
crenshaw,panola
crosby,wilkinson
crowder,quitman
cruger,holmes
crystal_springs,copiah
darling,quitman
de_kalb,kemper
decatur,newton
delisle,harrison
derma,calhoun
diamondhead,hancock
d'iberville,harrison
d'lo,simpson
doddsville,sunflower
drew,sunflower
duck_hill,montgomery
dumas,tippah
duncan,bolivar
durant,holmes
ecru,pontotoc
eden,yazoo
edwards,hinds
elliott,grenada
ellisville,jones
enterprise,clarke
escatawpa,jackson
ethel,attala
eupora,webster
falcon,quitman
falkner,tippah
farmington,alcorn
farrell,coahoma
fayette,jefferson
flora,madison
florence,rankin
flowood,rankin
forest,scott
foxworth,marion
french_camp,choctaw
friars_point,coahoma
fulton,itawamba
gattman,monroe
gautier,jackson
georgetown,copiah
glen,alcorn
glendale,forrest
glendora,tallahatchie
gloster,amite
golden,tishomingo
goodman,holmes
greenville,washington
greenwood,leflore
grenada,grenada
gulf_hills,jackson
gulf_park_estates,jackson
gulfport,harrison
gunnison,bolivar
guntown,lee
hamilton,monroe
hatley,monroe
hattiesburg,forrest
hazlehurst,copiah
heidelberg,jasper
helena,jackson
henderson_point,harrison
hernando,desoto
hickory,newton
hickory_flat,benton
hide-a-way_lake,pearl river
hillsboro,scott
holcomb,grenada
hollandale,washington
holly_springs,marshall
horn_lake,desoto
houston,chickasaw
hurley,jackson
indianola,sunflower
inverness,sunflower
isola,humphreys
itta_bena,leflore
iuka,tishomingo
jackson,hinds
jonestown,coahoma
jumpertown,prentiss
kearney_park,madison
kilmichael,montgomery
kiln,hancock
kosciusko,attala
kossuth,alcorn
lake,scott
lambert,quitman
latimer,jackson
lauderdale,lauderdale
laurel,jones
leakesville,greene
learned,hinds
leland,washington
lena,leake
lexington,holmes
liberty,amite
long_beach,harrison
louin,jasper
louise,humphreys
louisville,winston
lucedale,george
lula,coahoma
lumberton,lamar
lyman,harrison
lynchburg,desoto
lyon,coahoma
maben,oktibbeha
macon,noxubee
madison,madison
magee,simpson
magnolia,pike
mantachie,itawamba
mantee,webster
marietta,prentiss
marion,lauderdale
marks,quitman
mathiston,webster
mayersville,issaquena
mccomb,pike
mccool,attala
mclain,greene
meadville,franklin
mendenhall,simpson
meridian,lauderdale
meridian_station,lauderdale
merigold,bolivar
metcalfe,washington
mississippi_state,oktibbeha
mississippi_valley_state_university,leflore
mize,smith
monticello,lawrence
montrose,jasper
mooreville,lee
moorhead,sunflower
morgan_city,leflore
morgantown,adams
morton,scott
moss_point,jackson
mound_bayou,bolivar
mount_olive,covington
myrtle,union
natchez,adams
nellieburg,lauderdale
nettleton,monroe
new_albany,union
new_augusta,perry
new_hamilton,monroe
new_hebron,lawrence
new_hope,lowndes
new_houlka,chickasaw
newton,newton
nicholson,pearl river
north_carrollton,carroll
north_tunica,tunica
noxapater,winston
oakland,yalobusha
ocean_springs,jackson
okolona,chickasaw
olive_branch,desoto
osyka,pike
oxford,lafayette
pace,bolivar
pachuta,clarke
paden,tishomingo
pascagoula,jackson
pass_christian,harrison
pearl,rankin
pearl_river,neshoba
pearlington,hancock
pelahatchie,rankin
petal,forrest
philadelphia,neshoba
picayune,pearl river
pickens,holmes
pittsboro,calhoun
plantersville,lee
polkville,smith
pontotoc,pontotoc
pope,panola
poplarville,pearl river
port_gibson,claiborne
potts_camp,marshall
prentiss,jefferson davis
puckett,rankin
purvis,lamar
quitman,clarke
raleigh,smith
rawls_springs,forrest
raymond,hinds
redwater,leake
renova,bolivar
richland,rankin
richton,perry
ridgeland,madison
rienzi,alcorn
ripley,tippah
robinhood,rankin
rolling_fork,sharkey
rosedale,bolivar
roxie,franklin
ruleville,sunflower
sallis,attala
saltillo,lee
sandersville,jones
sardis,panola
satartia,yazoo
saucier,harrison
schlater,leflore
scooba,kemper
sebastopol,scott
seminary,covington
senatobia,tate
shannon,lee
sharon,jones
shaw,bolivar
shelby,bolivar
sherman,pontotoc
shubuta,clarke
shuqualak,noxubee
sidon,leflore
silver_city,humphreys
silver_creek,lawrence
slate_springs,calhoun
sledge,quitman
smithville,monroe
snow_lake_shores,benton
soso,jones
southaven,desoto
st._martin,jackson
standing_pine,leake
starkville,oktibbeha
state_line,greene
stonewall,clarke
sturgis,oktibbeha
summit,pike
sumner,tallahatchie
sumrall,lamar
sunflower,sunflower
sylvarena,smith
taylor,lafayette
taylorsville,smith
tchula,holmes
terry,hinds
thaxton,pontotoc
tishomingo,tishomingo
toccopola,pontotoc
toomsuba,lauderdale
tremont,itawamba
tucker,neshoba
tunica,tunica
tunica_resorts,tunica
tupelo,lee
tutwiler,tallahatchie
tylertown,walthall
union,newton
university,lafayette
utica,hinds
vaiden,carroll
vancleave,jackson
vardaman,calhoun
verona,lee
vicksburg,warren
wade,jackson
walls,desoto
walnut,tippah
walnut_grove,leake
walthall,webster
water_valley,yalobusha
waveland,hancock
waynesboro,wayne
webb,tallahatchie
weir,choctaw
wesson,copiah
west,holmes
west_hattiesburg,lamar
west_point,clay
white_oak,tunica
wiggins,stone
winona,montgomery
winstonville,bolivar
woodland,chickasaw
woodville,wilkinson
yazoo_city,yazoo
adams_township_(dekalb_cnty),dekalb
adams_township_(harrison_cnty),harrison
adrian,bates
advance,stoddard
affton,st. louis
agency,buchanan
airport_drive,jasper
alba,jasper
albany,gentry
aldrich,polk
alexandria,clark
allendale,worth
allenville,cape girardeau
alma,lafayette
altamont,daviess
altenburg,perry
alton,oregon
amazonia,andrew
amity,dekalb
amoret,bates
amsterdam,bates
anderson,mcdonald
annada,pike
annapolis,iron
anniston,mississippi
appleton_city,st. clair
arbela,scotland
arbyrd,dunklin
arcadia,iron
archie,cass
arcola,dade
argyle,osage
arkoe,nodaway
armstrong,howard
arnold,jefferson
arrow_point,barry
arrow_rock,saline
asbury,jasper
ash_grove,greene
ashland,boone
ashley,pike
atchison,nodaway
athens,gentry
atlanta,macon
augusta,st. charles
aullville,lafayette
aurora,lawrence
auxvasse,callaway
ava,douglas
avilla,jasper
avondale,clay
bacon,vernon
badger,vernon
bagnell,miller
baker,linn
bakersfield,ozark
baldwin_park,cass
ballwin,st. louis
baring,knox
barnard,nodaway
barnett,morgan
barnhart,jefferson
barton_city,barton
bates_city,lafayette
battlefield,greene
bear_creek,henry
bee_branch,chariton
bell_city,stoddard
bella_villa,st. louis
belle,maries
bellefontaine_neighbors,st. louis
bellflower,montgomery
bel-nor,st. louis
bel-ridge,st. louis
belton,cass
bennett_springs,laclede
benton,scott
benton_city,audrain
benton_township_(daviess_cnty),daviess
benton_township_(linn_cnty),linn
berger,franklin
berkeley,st. louis
bernie,stoddard
bertrand,mississippi
bethany,harrison
bethany_township,harrison
bethel,shelby
bethlehem,henry
beverly_hills,st. louis
bevier,macon
big_creek,henry
big_lake,holt
